Brand,Product Name,Selling Price (INR),Original Price (INR),Discount (%),Rating,Number of Ratings,Number of Reviews,Price Segment
ASUS,ASUS TUF Gaming A15 AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,74234,83990.0,11.0,,,,Premium (₹60K-₹1L)
ASUS,ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro) B3404CVAB-Q50884X Thin and Light...,120990,,,5.0,3.0,0.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo IdeaPad 5 2-in-1 WUXGA OLED Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) ...,78999,110490.0,28.0,4.2,17.0,0.0,Premium (₹60K-₹1L)
HP,HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light L...,53490,70171.0,23.0,4.3,1038.0,87.0,Mid-Range (₹30K-₹60K)
ASUS,"ASUS Vivobook S15 OLED Copilot + PC, AI PC, Full Metal Body, Backlit Keyboard, Snapdragon X Plus - (16...",75990,128990.0,41.0,4.0,45.0,5.0,Premium (₹60K-₹1L)
Acer,Acer Intel Core i5 - (8 GB/512 GB SSD/Windows 11 Home) TL04-51M Laptop,45990,58999.0,22.0,,,,Mid-Range (₹30K-₹60K)
HP,HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0061TU Thin and Light ...,42990,45990.0,6.0,4.0,232.0,14.0,Mid-Range (₹30K-₹60K)
HP,HP Intel Core Ultra 7 - (24 GB/1 TB SSD/Windows 11 Home) 14-ep1181TU Thin and Light Laptop,88390,88415.0,,4.1,466.0,36.0,Premium (₹60K-₹1L)
Lenovo,Lenovo ThinkPad E14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Pro) TP E14 Gen 4 Thin...,69323,98990.0,29.0,3.6,57.0,9.0,Premium (₹60K-₹1L)
Lenovo,Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,55990,95990.0,41.0,,,,Mid-Range (₹30K-₹60K)
Apple,Apple MacBook AIR M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7W4HN/A,85899,85900.0,,4.7,13195.0,838.0,Premium (₹60K-₹1L)
Acer,Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,36328,36990.0,1.0,3.9,280.0,27.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo Legion 7i Intel Core i7 10th Gen 10875H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA ...,173299,279890.0,38.0,3.5,11.0,3.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo LOQ 2025 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,126990,170000.0,25.0,4.3,56.0,2.0,Ultra Premium (> ₹1L)
DELL,DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,44990,,,4.0,118.0,8.0,Mid-Range (₹30K-₹60K)
Other,ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Th...,60999,,,4.0,1127.0,143.0,Premium (₹60K-₹1L)
HP,HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0000TU Thin and Light Laptop,61490,75059.0,18.0,4.2,79.0,5.0,Premium (₹60K-₹1L)
MSI,MSI Prestige 14 Intel Core i7 10th Gen 10510U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prest...,109999,123990.0,11.0,3.8,105.0,14.0,Ultra Premium (> ₹1L)
GIGABYTE,GIGABYTE G Series Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,89990,91400.0,1.0,4.2,52.0,4.0,Premium (₹60K-₹1L)
Lenovo,Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,83990,121690.0,30.0,4.1,142.0,8.0,Premium (₹60K-₹1L)
DELL,DELL Inspiron Intel Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Ligh...,55999,68142.0,17.0,4.3,234.0,35.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,44490,74990.0,40.0,,,,Mid-Range (₹30K-₹60K)
Other,ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S Th...,48999,,,3.9,1257.0,123.0,Mid-Range (₹30K-₹60K)
HP,HP 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0028TU | 15-fr0045TU Thi...,65840,67811.0,2.0,,,,Premium (₹60K-₹1L)
MSI,MSI Pulse 16 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,149990,167990.0,10.0,4.8,5.0,0.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo Idea Pad Slim 3 AMD Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) 82XM0113IN Thi...,54450,66690.0,18.0,,,,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo Yoga Slim 7 Ultra 7 155H WUXGA OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) ...,102909,153990.0,33.0,4.3,101.0,5.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo Thinkpad E14 G5 Intel Core i5 13th Gen 1335U with 3 year Warranty - (16 GB/512 GB SSD/Windows 1...,95000,105000.0,9.0,4.1,35.0,6.0,Premium (₹60K-₹1L)
Lenovo,Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gr...,78990,113290.0,30.0,4.4,185.0,15.0,Premium (₹60K-₹1L)
MSI,MSI Pulse 17 AI Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,189990,219990.0,13.0,,,,Ultra Premium (> ₹1L)
DELL,DELL INSPIRON (i3 14th Gen) Intel Core 3 14th Gen CORE 3 100U - (8 GB/512 GB HDD/512 GB SSD/Windows 11...,42499,59999.0,29.0,4.1,12.0,0.0,Mid-Range (₹30K-₹60K)
HP,HP EliteBook 845 G11 AMD Ryzen 5 8540U - (16 GB/512 GB SSD/Windows 11 Pro) EliteBook 845 G11 Business ...,59998,96990.0,38.0,4.5,20.0,3.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Vivobook 15 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ836WS Thin and ...,58891,70990.0,17.0,3.7,3.0,0.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0395 ...,21990,32990.0,33.0,3.8,3063.0,263.0,Budget (< ₹30K)
HP,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,137142,,,4.4,9.0,2.0,Ultra Premium (> ₹1L)
Acer,Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,65990,82990.0,20.0,4.0,74.0,4.0,Premium (₹60K-₹1L)
MSI,MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1400IN ...,45990,55990.0,17.0,4.4,369.0,36.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo V15 Gen 5 (2026) DDR5 5600Mhz Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) ...,42990,70990.0,39.0,,,,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-428IN Busi...,42999,65990.0,34.0,4.4,62.0,7.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ131WS | ...,35990,43990.0,18.0,4.3,2233.0,135.0,Mid-Range (₹30K-₹60K)
Apple,Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MC7C4HN/A,137990,144900.0,4.0,4.9,12.0,0.0,Ultra Premium (> ₹1L)
MSI,MSI Creator 15 Intel Core i7 10th Gen 10875H - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Ge...,214990,223490.0,3.0,,,,Ultra Premium (> ₹1L)
HP,HP OMEN AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,133318,,,2.8,4.0,0.0,Ultra Premium (> ₹1L)
HP,HP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0569TU Thin and Light Laptop,44990,50990.0,11.0,4.1,125.0,5.0,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-285IN Bus...,57990,75990.0,23.0,4.4,20.0,2.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,79990,89990.0,11.0,4.4,1097.0,82.0,Premium (₹60K-₹1L)
DELL,DELL Microsoft Office 2024 (i5 14th Gen) Intel Core 5 - (16 GB/512 GB SSD/Windows 11 Home) DC14250 Thi...,79076,80086.0,1.0,,,,Premium (₹60K-₹1L)
Lenovo,Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 (i5 14th Gen) Intel Core 5 210H - (24 GB/1 TB SSD...,77990,91890.0,15.0,4.6,20.0,2.0,Premium (₹60K-₹1L)
Infinix,Infinix X1 Slim Series Intel Core i5 10th Gen 1035G1 - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin an...,42999,64999.0,33.0,4.0,839.0,127.0,Mid-Range (₹30K-₹60K)
DELL,DELL Inspiron Intel Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) INS 5408...,59990,73357.0,18.0,4.4,561.0,62.0,Mid-Range (₹30K-₹60K)
Acer,Acer Aspire Lite Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and ...,68391,73990.0,7.0,4.3,50.0,6.0,Premium (₹60K-₹1L)
Apple,"Apple MacBook Pro (M5 Pro, 2026) M5 Pro - (24 GB/1 TB SSD/Tahoe) MGDR4HN/A",249900,,,5.0,3.0,0.0,Ultra Premium (> ₹1L)
Acer,Acer Predator Neo Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,104990,129999.0,19.0,4.4,779.0,76.0,Ultra Premium (> ₹1L)
ASUS,ASUS Vivobook Go 14 (2026) with Office 2024 + M365 Basic AMD Ryzen 3 Quad Core 30 - (8 GB/512 GB SSD/W...,40990,48990.0,16.0,,,,Mid-Range (₹30K-₹60K)
DELL,DELL Inspiron Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7430 Thin and ...,79990,98031.0,18.0,4.2,5.0,0.0,Premium (₹60K-₹1L)
MSI,MSI Vector 16 HX A Intel Core Ultra 7 255HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA Ge...,226990,299990.0,24.0,4.5,4.0,0.0,Ultra Premium (> ₹1L)
MSI,MSI Pulse 16 AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,184990,207990.0,11.0,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo V 15 (2025) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Ligh...,47990,60300.0,20.0,4.5,18.0,1.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,62989,82000.0,23.0,4.0,15.0,1.0,Premium (₹60K-₹1L)
Samsung,Samsung Galaxy Book3 Pro 360 EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home...,149990,198710.0,24.0,4.5,13.0,1.0,Ultra Premium (> ₹1L)
DELL,DELL Inspiron 13 7000 Intel Core i5 8th Gen 8250U - (8 GB/256 GB SSD/Windows 10 Home) 7373 2 in 1 Lapt...,86220,86339.0,,2.9,25.0,13.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core Ultra 5 225H - (1...",68990,74990.0,8.0,4.4,14.0,1.0,Premium (₹60K-₹1L)
Lenovo,Lenovo V14 Gen 5 (2026) DDR5 5600Mhz (i7 14th Gen) Intel Core 7 14th Gen 240H - (8 GB/512 GB SSD/Windo...,60890,100990.0,39.0,,,,Premium (₹60K-₹1L)
Acer,Acer ConceptD 5 Intel Core i5 8th Gen 8305G - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51...,99500,119999.0,17.0,,,,Premium (₹60K-₹1L)
ASUS,ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ524WS Thin...,65990,89990.0,26.0,3.6,5.0,1.0,Premium (₹60K-₹1L)
Apple,"Apple MacBook Pro (M5 Max, 2026) M5 Max - (36 GB/2 TB SSD/Tahoe) MGDU4HN/A",399900,,,,,,Ultra Premium (> ₹1L)
DELL,DELL PRO 15 Backlit (2025) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) PRO 15 Thin...,42490,47083.0,9.0,4.3,10.0,0.0,Mid-Range (₹30K-₹60K)
HP,HP 15s AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0028AU Thin and Light Lapt...,47990,55691.0,13.0,4.1,318.0,17.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS TUF Gaming F16 (2025) with Office 2024 + M365 Basic* Intel Core i7 14th Gen 14650HX - (16 GB/1 TB...,144990,161990.0,10.0,,,,Ultra Premium (> ₹1L)
DELL,DELL 16 Area 51 Intel Core Ultra 9 275HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeFor...,365999,489538.0,25.0,,,,Ultra Premium (> ₹1L)
MSI,MSI Crosshair A16 HX AMD Ryzen 9 16 Core 8940 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,175999,223990.0,21.0,,,,Ultra Premium (> ₹1L)
MSI,MSI Pulse 17 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,174990,194990.0,10.0,,,,Ultra Premium (> ₹1L)
Infinix,Infinix Zero Book Ultra AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) ZL514 Thin ...,70999,99990.0,28.0,4.3,62.0,11.0,Premium (₹60K-₹1L)
Infinix,Infinix ZERO BOOK Series Laptop Intel Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Hom...,74990,99990.0,25.0,3.7,28.0,6.0,Premium (₹60K-₹1L)
Apple,Apple MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) MLXX3HN/A,119900,,,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo Ideapad Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15IAH8...,62990,73999.0,14.0,4.1,151.0,10.0,Premium (₹60K-₹1L)
MSI,MSI Summit E16 Evo AI PC Intel Core Ultra 7 1st Gen 155H - (32 GB/1 TB SSD/Windows 11 Home) Summit E16...,122999,159990.0,23.0,5.0,2.0,1.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo AMD Ryzen AI 5 Hexa Core 7th Gen - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,72199,90590.0,20.0,3.3,3.0,0.0,Premium (₹60K-₹1L)
Apple,Apple MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,104990,109900.0,4.0,4.7,1930.0,115.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,57790,,,4.2,1969.0,104.0,Mid-Range (₹30K-₹60K)
Acer,Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,85999,103999.0,17.0,4.3,401.0,28.0,Premium (₹60K-₹1L)
ASUS,"ASUS Zenbook 14 OLED (2025) with Touch Screen, Backlit Keyboard, Full Metal Body, Intel Core Ultra 7 2...",124990,158990.0,21.0,4.3,15.0,3.0,Ultra Premium (> ₹1L)
HP,HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop,36990,50990.0,27.0,4.1,1187.0,72.0,Mid-Range (₹30K-₹60K)
HP,HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook,17984,34554.0,47.0,3.7,7545.0,612.0,Budget (< ₹30K)
MSI,MSI GP66 Leopard Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA ...,129990,173990.0,25.0,4.5,159.0,32.0,Ultra Premium (> ₹1L)
Acer,Acer Aspire Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,54990,59990.0,8.0,3.2,6.0,0.0,Mid-Range (₹30K-₹60K)
Acer,Acer One14 Backlit Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and L...,43500,52999.0,17.0,2.9,53.0,8.0,Mid-Range (₹30K-₹60K)
Other,ALIENWARE Intel Core i9 10th Gen 10980HK - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForc...,345390,377798.0,8.0,4.0,16.0,3.0,Ultra Premium (> ₹1L)
HP,HP 240R G9 (2025) (i5 14th Gen) Intel Core 5 14th Gen 120U - (8 GB/512 GB SSD/Windows 11 Home) 240R G9...,52990,80990.0,34.0,,,,Mid-Range (₹30K-₹60K)
MSI,MSI Prestige 14 Intel EVO Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 10 Home) Prestige ...,87990,95990.0,8.0,4.6,14.0,0.0,Premium (₹60K-₹1L)
Apple,Apple MacBook Air M3 - (16 GB/1 TB SSD/macOS Sonoma) MXCR3HN/A,174900,,,,,,Ultra Premium (> ₹1L)
Apple,Apple MacBook AIR M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7X4HN/A,85899,85900.0,,4.7,13195.0,838.0,Premium (₹60K-₹1L)
Apple,Apple MacBook Pro M4 - (24 GB/1 TB SSD/macOS Sequoia) MCX04HN/A,198990,209900.0,5.0,4.7,12.0,2.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 6800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,97790,,,4.4,520.0,57.0,Premium (₹60K-₹1L)
DELL,DELL XPS Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Arc/120 Hz) 9350...,179490,211772.0,15.0,,,,Ultra Premium (> ₹1L)
MSI,MSI GP76 Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,180990,201990.0,10.0,4.4,31.0,7.0,Ultra Premium (> ₹1L)
Acer,Acer Aspire 7 Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,69990,88999.0,21.0,4.2,445.0,55.0,Premium (₹60K-₹1L)
Other,Primebook Wifi MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,13999,17990.0,22.0,4.2,3448.0,859.0,Budget (< ₹30K)
Lenovo,Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,34899,59390.0,41.0,4.0,420.0,25.0,Mid-Range (₹30K-₹60K)
Apple,"Apple MacBook Air (M5, 2026) M5 - (24 GB/1 TB SSD/Tahoe) MDHD4HN/A",159900,,,4.5,32.0,3.0,Ultra Premium (> ₹1L)
Other,ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,60999,,,4.0,1127.0,143.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...",44990,50990.0,11.0,4.3,2866.0,174.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,88990,95890.0,7.0,4.0,368.0,27.0,Premium (₹60K-₹1L)
MSI,MSI Commercial 14 H Pro Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Pro) Commercial 14 ...,109990,123990.0,11.0,4.3,19.0,5.0,Ultra Premium (> ₹1L)
ASUS,ASUS Vivobook (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-BQ1542WS T...,51990,73990.0,29.0,,,,Mid-Range (₹30K-₹60K)
Samsung,Samsung Galaxy Book2 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) NP750XED-KB1IN T...,60990,79990.0,23.0,4.4,251.0,35.0,Premium (₹60K-₹1L)
MSI,MSI GS Intel Core i7 8th Gen 8750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GT...,149990,169990.0,11.0,4.0,9.0,3.0,Ultra Premium (> ₹1L)
Apple,Apple MacBook AIR M2 - (16 GB/1 TB SSD/Mac OS Monterey) MLY43HN/A,159900,,,,,,Ultra Premium (> ₹1L)
HP,HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,54990,72718.0,24.0,4.3,3165.0,162.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,71290,,,4.2,584.0,42.0,Premium (₹60K-₹1L)
Microsoft,"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home...",104990,104999.0,,,,,Ultra Premium (> ₹1L)
HP,HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Windows 11 Home) 240R G9 Thin and L...,64990,90990.0,28.0,,,,Premium (₹60K-₹1L)
DELL,DELL Alienware Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,289988,320926.0,9.0,,,,Ultra Premium (> ₹1L)
HP,HP Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15-fe0011TX Laptop,99990,132727.0,24.0,,,,Premium (₹60K-₹1L)
ASUS,ASUS Vivobook Ultra 14 Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522...,58466,81990.0,28.0,4.3,203.0,21.0,Mid-Range (₹30K-₹60K)
HP,HP (2024) Laptop with Backlit Keyboard Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home...,51420,59327.0,13.0,3.9,17.0,2.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin and Light Lap...,37899,85371.0,55.0,4.1,71.0,10.0,Mid-Range (₹30K-₹60K)
HP,HP Victus AI AMD Ryzen 7 Octa Core 260 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,102990,120928.0,14.0,4.5,391.0,31.0,Ultra Premium (> ₹1L)
MSI,MSI Modern 14 C13M Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-115...,38003,58990.0,35.0,4.1,98.0,11.0,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Thin a...,59900,69990.0,14.0,4.2,26.0,2.0,Mid-Range (₹30K-₹60K)
DELL,DELL Inspiron 5440 (2026) (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 11 Pro)...,47490,78990.0,39.0,4.4,5.0,0.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Th...,35990,50990.0,29.0,4.2,3252.0,290.0,Mid-Range (₹30K-₹60K)
HP,HP AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 15-fd1099TU Thin and Light Lapto...,66063,80775.0,18.0,3.1,23.0,2.0,Premium (₹60K-₹1L)
Apple,Apple Macbook Pro M4 Pro - (24 GB/1 TB SSD/macOS Sequoia) MX2J3HN/A,226990,239900.0,5.0,,,,Ultra Premium (> ₹1L)
HP,HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0015TU Thin and Li...,64990,89356.0,27.0,4.3,358.0,26.0,Premium (₹60K-₹1L)
DELL,DELL Inspiron 5440 (2026) (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 11 Home...,47390,78990.0,40.0,4.5,4.0,0.0,Mid-Range (₹30K-₹60K)
Acer,Acer One14 AMD Ryzen 5 3500U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,34500,54990.0,37.0,4.3,16.0,1.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Intel Core i9 13th Gen - (16 GB/512 GB SSD/16 GB EMMC Storage/Windows 11 Home/16 GB Graphics) X16...,88999,121999.0,27.0,,,,Premium (₹60K-₹1L)
ASUS,ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,50990,,,4.3,495.0,47.0,Mid-Range (₹30K-₹60K)
