Brand,Product Name,Selling Price (INR),Original Price (INR),Discount (%),Rating,Number of Ratings,Number of Reviews
Acer,Acer Predator Helios Neo 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Grap...,196989,205000,3,4.2,33,1
HP,HP OMEN 16 Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,199990,232314,13,3.8,10,3
Lenovo,Lenovo IdeaPad Slim 3 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15IRU9 Thin...,59490,98290,39,3.8,13,1
Apple,Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8J4HN/A,107990,114900,6,4.6,667,45
DELL,DELL 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) OINS441100101RING10 Thin and Light Lapt...,71999,106536,32,,,
DELL,DELL 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) 7441 Thin and Light Laptop,109990,135681,18,,,
Lenovo,Lenovo LOQ Intel Core i7 13th Gen 13650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,117990,131290,10,4.3,418,35
HP,HP Pavilion 14 (i3 14th Gen) Intel Core 3 100H - (8 GB/512 GB SSD/Windows 11 Home) EK2033TU 2 in 1 Lap...,57190,75793,24,,,
Samsung,Samsung Galaxy Book3 Pro 360 EVO AMOLED Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Ho...,124990,172214,27,5,3,0
MSI,MSI Stealth 16 AI Studio Intel Core Ultra 9 185H - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,249990,279990,10,,,
Acer,Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,44990,89999,50,4.2,3922,307
MSI,MSI Stealth Intel Core i7 8th Gen 8750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,184790,189990,2,4.8,5,1
HP,HP 15 (i5 14th Gen) Intel Core 5 Intel Core 5 120U Intel Turbo Boost Technology - (16 GB/512 GB SSD/Wi...,60990,69629,12,,,
HP,HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,48000,55000,12,4.2,5988,477
HP,HP Intel Core i3 - (8 GB/512 GB SSD/Windows 11 Home) 14-ep0343TU Thin and Light Laptop,46990,49631,5,,,
Apple,Apple MacBook Pro M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX2K3HN/A,302990,319900,5,4.9,7,0
ASUS,ASUS TUF Gaming A15 AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,74234,83990,11,,,
ASUS,ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro) B3404CVAB-Q50884X Thin and Light...,120990,,,5,3,0
Lenovo,Lenovo IdeaPad 5 2-in-1 WUXGA OLED Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) ...,78999,110490,28,4.2,17,0
HP,HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light L...,53490,70171,23,4.3,1038,87
ASUS,"ASUS Vivobook S15 OLED Copilot + PC, AI PC, Full Metal Body, Backlit Keyboard, Snapdragon X Plus - (16...",75990,128990,41,4,45,5
Acer,Acer Intel Core i5 - (8 GB/512 GB SSD/Windows 11 Home) TL04-51M Laptop,45990,58999,22,,,
HP,HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0061TU Thin and Light ...,42990,45990,6,4,232,14
HP,HP Intel Core Ultra 7 - (24 GB/1 TB SSD/Windows 11 Home) 14-ep1181TU Thin and Light Laptop,88390,88415,,4.1,466,36
Lenovo,Lenovo ThinkPad E14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Pro) TP E14 Gen 4 Thin...,69323,98990,29,3.6,57,9
Lenovo,Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,55990,95990,41,,,
Apple,Apple MacBook AIR M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7W4HN/A,85899,85900,,4.7,13195,838
Acer,Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,36328,36990,1,3.9,280,27
Lenovo,Lenovo Legion 7i Intel Core i7 10th Gen 10875H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA ...,173299,279890,38,3.5,11,3
Lenovo,Lenovo LOQ 2025 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,126990,170000,25,4.3,56,2
DELL,DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,44990,,,4,118,8
Other,ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Th...,60999,,,4,1127,143
HP,HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0000TU Thin and Light Laptop,61490,75059,18,4.2,79,5
MSI,MSI Prestige 14 Intel Core i7 10th Gen 10510U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prest...,109999,123990,11,3.8,105,14
GIGABYTE,GIGABYTE G Series Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,89990,91400,1,4.2,52,4
Lenovo,Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,83990,121690,30,4.1,142,8
DELL,DELL Inspiron Intel Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Ligh...,55999,68142,17,4.3,234,35
Lenovo,Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,44490,74990,40,,,
Other,ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S Th...,48999,,,3.9,1257,123
HP,HP 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0028TU | 15-fr0045TU Thi...,65840,67811,2,,,
MSI,MSI Pulse 16 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,149990,167990,10,4.8,5,0
Lenovo,Lenovo Idea Pad Slim 3 AMD Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) 82XM0113IN Thi...,54450,66690,18,,,
Lenovo,Lenovo Yoga Slim 7 Ultra 7 155H WUXGA OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) ...,102909,153990,33,4.3,101,5
Lenovo,Lenovo Thinkpad E14 G5 Intel Core i5 13th Gen 1335U with 3 year Warranty - (16 GB/512 GB SSD/Windows 1...,95000,105000,9,4.1,35,6
Lenovo,Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gr...,78990,113290,30,4.4,185,15
MSI,MSI Pulse 17 AI Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,189990,219990,13,,,
DELL,DELL INSPIRON (i3 14th Gen) Intel Core 3 14th Gen CORE 3 100U - (8 GB/512 GB HDD/512 GB SSD/Windows 11...,42499,59999,29,4.1,12,0
HP,HP EliteBook 845 G11 AMD Ryzen 5 8540U - (16 GB/512 GB SSD/Windows 11 Pro) EliteBook 845 G11 Business ...,59998,96990,38,4.5,20,3
ASUS,ASUS Vivobook 15 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ836WS Thin and ...,58891,70990,17,3.7,3,0
ASUS,ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0395 ...,21990,32990,33,3.8,3063,263
HP,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,137142,,,4.4,9,2
Acer,Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,65990,82990,20,4,74,4
MSI,MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1400IN ...,45990,55990,17,4.4,369,36
Lenovo,Lenovo V15 Gen 5 (2026) DDR5 5600Mhz Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) ...,42990,70990,39,,,
MSI,MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-428IN Busi...,42999,65990,34,4.4,62,7
ASUS,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ131WS | ...,35990,43990,18,4.3,2233,135
Apple,Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MC7C4HN/A,137990,144900,4,4.9,12,0
MSI,MSI Creator 15 Intel Core i7 10th Gen 10875H - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Ge...,214990,223490,3,,,
HP,HP OMEN AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,133318,,,2.8,4,0
HP,HP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0569TU Thin and Light Laptop,44990,50990,11,4.1,125,5
MSI,MSI Modern 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-285IN Bus...,57990,75990,23,4.4,20,2
Lenovo,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,79990,89990,11,4.4,1097,82
DELL,DELL Microsoft Office 2024 (i5 14th Gen) Intel Core 5 - (16 GB/512 GB SSD/Windows 11 Home) DC14250 Thi...,79076,80086,1,,,
Lenovo,Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 (i5 14th Gen) Intel Core 5 210H - (24 GB/1 TB SSD...,77990,91890,15,4.6,20,2
Infinix,Infinix X1 Slim Series Intel Core i5 10th Gen 1035G1 - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin an...,42999,64999,33,4,839,127
DELL,DELL Inspiron Intel Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) INS 5408...,59990,73357,18,4.4,561,62
Acer,Acer Aspire Lite Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and ...,68391,73990,7,4.3,50,6
Apple,"Apple MacBook Pro (M5 Pro, 2026) M5 Pro - (24 GB/1 TB SSD/Tahoe) MGDR4HN/A",249900,,,5,3,0
Acer,Acer Predator Neo Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,104990,129999,19,4.4,779,76
ASUS,ASUS Vivobook Go 14 (2026) with Office 2024 + M365 Basic AMD Ryzen 3 Quad Core 30 - (8 GB/512 GB SSD/W...,40990,48990,16,,,
DELL,DELL Inspiron Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7430 Thin and ...,79990,98031,18,4.2,5,0
MSI,MSI Vector 16 HX A Intel Core Ultra 7 255HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA Ge...,226990,299990,24,4.5,4,0
MSI,MSI Pulse 16 AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,184990,207990,11,,,
Lenovo,Lenovo V 15 (2025) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Ligh...,47990,60300,20,4.5,18,1
ASUS,ASUS AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,62989,82000,23,4,15,1
Samsung,Samsung Galaxy Book3 Pro 360 EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home...,149990,198710,24,4.5,13,1
DELL,DELL Inspiron 13 7000 Intel Core i5 8th Gen 8250U - (8 GB/256 GB SSD/Windows 10 Home) 7373 2 in 1 Lapt...,86220,86339,,2.9,25,13
ASUS,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core Ultra 5 225H - (1...",68990,74990,8,4.4,14,1
Lenovo,Lenovo V14 Gen 5 (2026) DDR5 5600Mhz (i7 14th Gen) Intel Core 7 14th Gen 240H - (8 GB/512 GB SSD/Windo...,60890,100990,39,,,
Acer,Acer ConceptD 5 Intel Core i5 8th Gen 8305G - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51...,99500,119999,17,,,
ASUS,ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ524WS Thin...,65990,89990,26,3.6,5,1
Apple,"Apple MacBook Pro (M5 Max, 2026) M5 Max - (36 GB/2 TB SSD/Tahoe) MGDU4HN/A",399900,,,,,
DELL,DELL PRO 15 Backlit (2025) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) PRO 15 Thin...,42490,47083,9,4.3,10,0
HP,HP 15s AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0028AU Thin and Light Lapt...,47990,55691,13,4.1,318,17
ASUS,ASUS TUF Gaming F16 (2025) with Office 2024 + M365 Basic* Intel Core i7 14th Gen 14650HX - (16 GB/1 TB...,144990,161990,10,,,
DELL,DELL 16 Area 51 Intel Core Ultra 9 275HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeFor...,365999,489538,25,,,
MSI,MSI Crosshair A16 HX AMD Ryzen 9 16 Core 8940 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,175999,223990,21,,,
MSI,MSI Pulse 17 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,174990,194990,10,,,
Infinix,Infinix Zero Book Ultra AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) ZL514 Thin ...,70999,99990,28,4.3,62,11
Infinix,Infinix ZERO BOOK Series Laptop Intel Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Hom...,74990,99990,25,3.7,28,6
Apple,Apple MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) MLXX3HN/A,119900,,,,,
Lenovo,Lenovo Ideapad Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15IAH8...,62990,73999,14,4.1,151,10
MSI,MSI Summit E16 Evo AI PC Intel Core Ultra 7 1st Gen 155H - (32 GB/1 TB SSD/Windows 11 Home) Summit E16...,122999,159990,23,5,2,1
Lenovo,Lenovo AMD Ryzen AI 5 Hexa Core 7th Gen - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,72199,90590,20,3.3,3,0
Apple,Apple MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,104990,109900,4,4.7,1930,115
Lenovo,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,57790,,,4.2,1969,104
Acer,Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,85999,103999,17,4.3,401,28
ASUS,"ASUS Zenbook 14 OLED (2025) with Touch Screen, Backlit Keyboard, Full Metal Body, Intel Core Ultra 7 2...",124990,158990,21,4.3,15,3
HP,HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop,36990,50990,27,4.1,1187,72
HP,HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook,17984,34554,47,3.7,7545,612
MSI,MSI GP66 Leopard Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA ...,129990,173990,25,4.5,159,32
Acer,Acer Aspire Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,54990,59990,8,3.2,6,0
Acer,Acer One14 Backlit Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and L...,43500,52999,17,2.9,53,8
Other,ALIENWARE Intel Core i9 10th Gen 10980HK - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForc...,345390,377798,8,4,16,3
HP,HP 240R G9 (2025) (i5 14th Gen) Intel Core 5 14th Gen 120U - (8 GB/512 GB SSD/Windows 11 Home) 240R G9...,52990,80990,34,,,
MSI,MSI Prestige 14 Intel EVO Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 10 Home) Prestige ...,87990,95990,8,4.6,14,0
Apple,Apple MacBook Air M3 - (16 GB/1 TB SSD/macOS Sonoma) MXCR3HN/A,174900,,,,,
Apple,Apple MacBook AIR M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7X4HN/A,85899,85900,,4.7,13195,838
Apple,Apple MacBook Pro M4 - (24 GB/1 TB SSD/macOS Sequoia) MCX04HN/A,198990,209900,5,4.7,12,2
Lenovo,Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 6800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,97790,,,4.4,520,57
DELL,DELL XPS Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Arc/120 Hz) 9350...,179490,211772,15,,,
MSI,MSI GP76 Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,180990,201990,10,4.4,31,7
Acer,Acer Aspire 7 Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,69990,88999,21,4.2,445,55
Other,Primebook Wifi MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,13999,17990,22,4.2,3448,859
Lenovo,Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,34899,59390,41,4,420,25
Apple,"Apple MacBook Air (M5, 2026) M5 - (24 GB/1 TB SSD/Tahoe) MDHD4HN/A",159900,,,4.5,32,3
Other,ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,60999,,,4,1127,143
ASUS,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...",44990,50990,11,4.3,2866,174
Lenovo,Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,88990,95890,7,4,368,27
MSI,MSI Commercial 14 H Pro Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Pro) Commercial 14 ...,109990,123990,11,4.3,19,5
ASUS,ASUS Vivobook (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-BQ1542WS T...,51990,73990,29,,,
Samsung,Samsung Galaxy Book2 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) NP750XED-KB1IN T...,60990,79990,23,4.4,251,35
MSI,MSI GS Intel Core i7 8th Gen 8750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GT...,149990,169990,11,4,9,3
Apple,Apple MacBook AIR M2 - (16 GB/1 TB SSD/Mac OS Monterey) MLY43HN/A,159900,,,,,
HP,HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,54990,72718,24,4.3,3165,162
Lenovo,Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,71290,,,4.2,584,42
Microsoft,"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home...",104990,104999,,,,
HP,HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Windows 11 Home) 240R G9 Thin and L...,64990,90990,28,,,
DELL,DELL Alienware Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,289988,320926,9,,,
HP,HP Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15-fe0011TX Laptop,99990,132727,24,,,
ASUS,ASUS Vivobook Ultra 14 Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522...,58466,81990,28,4.3,203,21
HP,HP (2024) Laptop with Backlit Keyboard Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home...,51420,59327,13,3.9,17,2
Lenovo,Lenovo AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin and Light Lap...,37899,85371,55,4.1,71,10
HP,HP Victus AI AMD Ryzen 7 Octa Core 260 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,102990,120928,14,4.5,391,31
MSI,MSI Modern 14 C13M Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-115...,38003,58990,35,4.1,98,11
MSI,MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Thin a...,59900,69990,14,4.2,26,2
DELL,DELL Inspiron 5440 (2026) (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 11 Pro)...,47490,78990,39,4.4,5,0
ASUS,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Th...,35990,50990,29,4.2,3252,290
HP,HP AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 15-fd1099TU Thin and Light Lapto...,66063,80775,18,3.1,23,2
Apple,Apple Macbook Pro M4 Pro - (24 GB/1 TB SSD/macOS Sequoia) MX2J3HN/A,226990,239900,5,,,
HP,HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0015TU Thin and Li...,64990,89356,27,4.3,358,26
DELL,DELL Inspiron 5440 (2026) (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 11 Home...,47390,78990,40,4.5,4,0
Acer,Acer One14 AMD Ryzen 5 3500U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,34500,54990,37,4.3,16,1
ASUS,ASUS Intel Core i9 13th Gen - (16 GB/512 GB SSD/16 GB EMMC Storage/Windows 11 Home/16 GB Graphics) X16...,88999,121999,27,,,
ASUS,ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,50990,,,4.3,495,47
Other,ALIENWARE Intel Core i7 10th Gen 10750H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce...,269290,293080,8,4,5,2
Lenovo,Lenovo Ideapad OLED Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15Q8X10 Laptop,65990,86690,23,,,
Apple,Apple MacBook Pro M4 - (16 GB/512 GB SSD/macOS Sequoia) MW2W3HN/A,160990,169900,5,4.9,8,1
MSI,MSI VenturePro 15 AI Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,95990,107990,11,,,
Infinix,Infinix B15 Series AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) BL51A5 Thin and Li...,59990,,,4.2,105,15
Acer,Acer Swift 3 Intel Core i5 8th Gen 8265U - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) SF314-55G T...,54990,62589,12,4.5,7382,206
ASUS,ASUS Intel Core i5 5th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ836WS Thin and Light Laptop,56971,69990,18,,,
Lenovo,Lenovo AMD Ryzen 7 Octa Core 7730U - (8 GB/512 GB SSD/Windows 11 Home) ThinkBook 15 G5 Thin and Light ...,76990,,,4.2,313,35
Apple,Apple MacBook Air M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCR3HN/A,134900,,,4.7,483,26
HP,HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop,45990,47990,4,4.2,88,9
MSI,MSI Commercial 14 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Pro) Commercial 14 H ...,87990,98990,11,4.2,36,6
DELL,DELL Vostro Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10) Vostro 3000 Thin and Light La...,51999,80711,35,4.1,412,27
Acer,Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,97990,144999,32,4.4,1366,112
Lenovo,Lenovo LoQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,88990,97190,8,4.4,624,50
HP,HP Pavilion AMD Ryzen 5 Dual Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh1137AU Thin and Light...,59899,,,4.5,1879,178
ASUS,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5541WS ...,42990,52990,18,4.3,1532,77
Lenovo,Lenovo V 15 (2025) Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light...,49990,84990,41,4.3,8,0
DELL,DELL Inspiron 15 Microsoft Office Home 2024 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11...,56990,59990,5,4.2,479,22
Acer,Acer Chromebook Plus Google AI Intel Core i3 N305 - (8 GB/256 GB SSD/Chrome OS) CB514-4H-39T7 Chromebo...,49999,,,3.9,986,102
